"","group","nb_tot","area_tot","length_tot","area_rel","length_rel","n_rel","n_perc"
"1","infrastructure",157,0,113.030072156696,0,0.00221926305937388,0.00308258053519305,23.644578313253
"2","loisirs",403,168539.628749074,0,330.915273242395,0,0.00791261118269299,60.6927710843374
"3","aménité",44,3927.27249033003,0,7.71091320706401,0,0.000863907920691046,6.62650602409639
"4","bâti",57,4338.80458854138,0,8.51892647811717,0,0.0011191534427134,8.58433734939759
"5","environnement",3,0,0,0,0,5.89028127743895e-05,0.451807228915663
