"","group","nb_tot","area_tot","length_tot","area_rel","length_rel","n_rel","n_perc"
"1","infrastructure",9,0,41.5380755830666,0,0.000524154724492556,0.000113567912191775,6
"2","religion",102,1180.27895377879,0,1.4893535176061,0,0.00128710300484011,68
"3","bâti",15,597.574375054332,0,0.75405860171361,0,0.000189279853652958,10
"4","loisirs",18,6958.15773126483,0,8.78026051378668,0,0.000227135824383549,12
"5","aménité",6,0,0,0,0,7.5711941461183e-05,4
