"","group","nb_tot","area_tot","length_tot","area_rel","length_rel","n_rel","n_perc"
"1","bâti",111,1338845.29127129,0,197.889536536119,0,0.000164064800456906,68.5185185185185
"2","environnement",9,0,0,0,0,1.33025513883978e-05,5.55555555555556
"3","loisirs",15,44758.0874415189,0,6.61551953596897,0,2.2170918980663e-05,9.25925925925926
"4","agriculture",27,43303.6240117104,0,6.40054093021816,0,3.99076541651934e-05,16.6666666666667
