"","group","nb_tot","area_tot","length_tot","area_rel","length_rel","n_rel","n_perc"
"1","infrastructure",152,0,11855.0388586618,0,0.0414924168490853,0.000531997190076937,97.4358974358974
"2","environnement",2,2601.3798995465,0,0.910478155843001,0,6.99996302732812e-06,1.28205128205128
"3","bâti",2,345260.133665562,0,120.840408523465,0,6.99996302732812e-06,1.28205128205128
