"","group","nb_tot","area_tot","length_tot","area_rel","length_rel","n_rel","n_perc"
"1","loisirs",15,4043.13668994606,0,3.17389818653063,0,0.000117751331327348,88.2352941176471
"2","infrastructure",2,1547.5852829963,0,1.2148681827695,0,1.57001775103131e-05,11.7647058823529
