"id","key","value","type","nb","area","length"
797,"highway","footway","lines",67,NA,6160.17914584066
797,"highway","pedestrian","lines",11,NA,7155.08459826826
797,"leisure","track","multipolygons",0,0,NA
797,"natural","beach","multipolygons",0,0,NA
797,"amenity","cafe","points",7,NA,NA
797,"amenity","fast_food","points",5,NA,NA
797,"amenity","ice_cream","points",1,NA,NA
797,"amenity","theatre","points",1,NA,NA
797,"amenity","toilets","points",8,NA,NA
797,"amenity","waste_basket","points",1,NA,NA
797,"amenity","fountain","points",1,NA,NA
797,"amenity","parking","points",5,NA,NA
797,"building","construction","points",8,NA,NA
797,"highway","pedestrian","points",106,NA,NA
797,"highway","footway","points",203,NA,NA
797,"historic","memorial","points",4,NA,NA
797,"leisure","park","points",162,NA,NA
797,"leisure","pitch","points",24,NA,NA
797,"leisure","playground","points",1,NA,NA
797,"leisure","track","points",46,NA,NA
797,"man_made","pier","points",7,NA,NA
797,"tourism","hotel","points",20,NA,NA
797,"tourism","museum","points",29,NA,NA
797,"tourism","viewpoint","points",2,NA,NA
797,"amenity","cafe","polygons",1,322.804262533784,NA
797,"leisure","park","polygons",8,296058.447310381,NA
797,"leisure","pitch","polygons",6,43424.4469620259,NA
797,"leisure","track","polygons",2,57690.6819594824,NA
797,"tourism","hotel","polygons",1,5664.72796919942,NA
797,"tourism","museum","polygons",2,5446.77613708377,NA
797,"landuse","grass","polygons",16,11583.7033878319,NA
797,"natural","grassland","polygons",1,2079.35267293453,NA
797,"natural","wood","polygons",16,113551.085342553,NA
797,"natural","beach","polygons",1,12375.8170348555,NA
797,"building","construction","polygons",2,3398.30465036631,NA
797,"amenity","parking","polygons",1,8780.01521581411,NA
797,"landuse","recreation_ground","polygons",5,2676.62649264,NA
797,"leisure","stadium","polygons",3,90148.965378033,NA
797,"leisure","sports_centre","polygons",1,5250.89910203218,NA
797,"leisure","swimming_pool","polygons",1,12072.4831527544,NA
797,"landuse","recreation_ground","points",83,NA,NA
797,"leisure","stadium","points",50,NA,NA
797,"leisure","sports_centre","points",4,NA,NA
797,"leisure","fitness_station","points",1,NA,NA
797,"leisure","swimming_pool","points",12,NA,NA
797,"amenity","ferry_terminal","points",1,NA,NA
797,"highway","steps","lines",12,NA,921.528302208915
