"id","key","value","type","nb","area","length"
798,"highway","cycleway","lines",13,NA,3037.19618573805
798,"highway","footway","lines",274,NA,14755.2436385466
798,"highway","path","lines",5,NA,74.042934504696
798,"highway","pedestrian","lines",16,NA,2823.54781083981
798,"route","hiking","lines",16,NA,3563.01747164302
798,"building","commercial","multipolygons",1,13796.5433098311,NA
798,"man_made","bridge","multipolygons",0,0,NA
798,"landuse","grass","multipolygons",0,0,NA
798,"building","apartments","multipolygons",1,18368.0434146102,NA
798,"building","retail","multipolygons",1,13871.6089407597,NA
798,"landuse","residential","multipolygons",1,121524.399848461,NA
798,"amenity","bar","points",11,NA,NA
798,"amenity","cafe","points",7,NA,NA
798,"amenity","fast_food","points",19,NA,NA
798,"amenity","food_court","points",1,NA,NA
798,"amenity","ice_cream","points",1,NA,NA
798,"amenity","pub","points",2,NA,NA
798,"amenity","restaurant","points",16,NA,NA
798,"amenity","casino","points",1,NA,NA
798,"amenity","cinema","points",2,NA,NA
798,"amenity","bench","points",134,NA,NA
798,"amenity","drinking_water","points",2,NA,NA
798,"amenity","bench","points",134,NA,NA
798,"amenity","toilets","points",10,NA,NA
798,"amenity","waste_basket","points",54,NA,NA
798,"amenity","bicycle_parking","points",23,NA,NA
798,"amenity","bicycle_repair_station","points",1,NA,NA
798,"amenity","bicycle_rental","points",3,NA,NA
798,"amenity","fountain","points",44,NA,NA
798,"amenity","parking","points",40,NA,NA
798,"building","hotel","points",25,NA,NA
798,"building","commercial","points",172,NA,NA
798,"building","industrial","points",69,NA,NA
798,"building","apartments","points",202,NA,NA
798,"building","office","points",87,NA,NA
798,"building","retail","points",157,NA,NA
798,"highway","pedestrian","points",88,NA,NA
798,"highway","footway","points",604,NA,NA
798,"highway","path","points",7,NA,NA
798,"highway","cycleway","points",51,NA,NA
798,"historic","memorial","points",35,NA,NA
798,"leisure","garden","points",105,NA,NA
798,"leisure","park","points",48,NA,NA
798,"leisure","picnic_table","points",1,NA,NA
798,"man_made","bridge","points",23,NA,NA
798,"man_made","embankment","points",1,NA,NA
798,"man_made","pier","points",14,NA,NA
798,"natural","tree","points",231,NA,NA
798,"natural","tree_row","points",24,NA,NA
798,"shop","bakery","points",1,NA,NA
798,"shop","coffee","points",1,NA,NA
798,"shop","convenience","points",1,NA,NA
798,"shop","mall","points",155,NA,NA
798,"shop","supermarket","points",2,NA,NA
798,"shop","boutique","points",1,NA,NA
798,"shop","clothes","points",10,NA,NA
798,"shop","jewelry","points",1,NA,NA
798,"shop","shoes","points",3,NA,NA
798,"shop","beauty","points",3,NA,NA
798,"shop","chemist","points",2,NA,NA
798,"shop","cosmetics","points",2,NA,NA
798,"shop","optician","points",2,NA,NA
798,"shop","perfumery","points",2,NA,NA
798,"shop","florist","points",2,NA,NA
798,"shop","sports","points",3,NA,NA
798,"shop","video_games","points",1,NA,NA
798,"shop","books","points",1,NA,NA
798,"shop","gift","points",8,NA,NA
798,"shop","stationery","points",2,NA,NA
798,"shop","tobacco","points",1,NA,NA
798,"shop","toys","points",1,NA,NA
798,"shop","travel_agency","points",2,NA,NA
798,"tourism","hotel","points",10,NA,NA
798,"tourism","museum","points",1,NA,NA
798,"tourism","artwork","points",17,NA,NA
798,"tourism","information","points",6,NA,NA
798,"amenity","bar","polygons",1,349.089865923626,NA
798,"building","hotel","polygons",1,5292.52014027967,NA
798,"building","commercial","polygons",8,45726.9547415522,NA
798,"leisure","garden","polygons",8,5302.23980769305,NA
798,"leisure","park","polygons",4,61165.7829701044,NA
798,"tourism","hotel","polygons",1,3908.04714399576,NA
798,"man_made","bridge","polygons",4,5408.69551713369,NA
798,"building","industrial","polygons",4,12695.7990758542,NA
798,"landuse","industrial","polygons",1,45723.1459332253,NA
798,"landuse","flowerbed","polygons",4,109.026622245554,NA
798,"landuse","grass","polygons",19,40744.9108321194,NA
798,"natural","beach","polygons",1,1632.43682289496,NA
798,"historic","memorial","polygons",1,197.432781278389,NA
798,"building","apartments","polygons",7,30159.0176576792,NA
798,"building","office","polygons",4,21276.8614247646,NA
798,"building","retail","polygons",3,31352.5986109996,NA
798,"landuse","commercial","polygons",4,531563.847396988,NA
798,"landuse","construction","polygons",2,32743.5287182517,NA
798,"landuse","residential","polygons",2,212970.56332387,NA
798,"amenity","parking","polygons",7,8924.19325864362,NA
798,"leisure","fitness_station","polygons",4,167.454563800944,NA
798,"amenity","ferry_terminal","polygons",1,1894.03398160543,NA
798,"building","warehouse","polygons",1,4923.49445125903,NA
798,"amenity","pharmacy","points",3,NA,NA
798,"amenity","bank","points",13,NA,NA
798,"highway","bus_stop","points",7,NA,NA
798,"leisure","fitness_station","points",18,NA,NA
798,"amenity","ferry_terminal","points",11,NA,NA
798,"building","warehouse","points",34,NA,NA
798,"highway","steps","lines",36,NA,577.225459560878
798,"highway","track","lines",1,NA,117.118582308215
