"id","key","value","type","nb","area","length"
46,"highway","cycleway","lines",5,NA,416.007553790861
46,"highway","footway","lines",59,NA,4502.22868359077
46,"highway","pedestrian","lines",1,NA,105.40706510235
46,"leisure","park","multipolygons",1,116664.582539424,NA
46,"amenity","theatre","points",20,NA,NA
46,"amenity","bicycle_parking","points",1,NA,NA
46,"amenity","bicycle_rental","points",1,NA,NA
46,"highway","pedestrian","points",1,NA,NA
46,"highway","footway","points",215,NA,NA
46,"highway","cycleway","points",30,NA,NA
46,"historic","monument","points",3,NA,NA
46,"leisure","dog_park","points",13,NA,NA
46,"leisure","park","points",70,NA,NA
46,"man_made","bridge","points",7,NA,NA
46,"man_made","pier","points",10,NA,NA
46,"tourism","attraction","points",4,NA,NA
46,"amenity","theatre","polygons",1,4745.34666912258,NA
46,"leisure","dog_park","polygons",1,1765.05519615114,NA
46,"leisure","park","polygons",3,116664.582542051,NA
46,"tourism","attraction","polygons",1,1806.87300750613,NA
46,"man_made","bridge","polygons",3,1626.00768294744,NA
46,"landuse","grass","polygons",1,9541.83461854607,NA
46,"building","train_station","polygons",1,699.412549644709,NA
46,"highway","bus_stop","points",3,NA,NA
46,"building","train_station","points",8,NA,NA
46,"highway","steps","lines",10,NA,175.061563845116
