"id","key","value","type","nb","area","length"
892,"highway","footway","lines",166,NA,7657.8771143682
892,"highway","path","lines",284,NA,17429.0452816126
892,"highway","pedestrian","lines",6,NA,327.181572139559
892,"amenity","cafe","points",1,NA,NA
892,"amenity","theatre","points",71,NA,NA
892,"amenity","bench","points",217,NA,NA
892,"amenity","drinking_water","points",2,NA,NA
892,"amenity","bench","points",217,NA,NA
892,"amenity","shelter","points",147,NA,NA
892,"amenity","toilets","points",7,NA,NA
892,"amenity","recycling","points",11,NA,NA
892,"amenity","waste_basket","points",70,NA,NA
892,"amenity","bicycle_parking","points",51,NA,NA
892,"amenity","bicycle_repair_station","points",2,NA,NA
892,"amenity","bicycle_rental","points",4,NA,NA
892,"amenity","fountain","points",24,NA,NA
892,"amenity","parking","points",222,NA,NA
892,"building","commercial","points",12,NA,NA
892,"building","apartments","points",45,NA,NA
892,"building","retail","points",3,NA,NA
892,"building","parking","points",9,NA,NA
892,"highway","pedestrian","points",655,NA,NA
892,"highway","footway","points",710,NA,NA
892,"highway","path","points",2041,NA,NA
892,"highway","cycleway","points",502,NA,NA
892,"historic","memorial","points",3,NA,NA
892,"historic","monument","points",4,NA,NA
892,"leisure","dog_park","points",28,NA,NA
892,"leisure","fishing","points",4,NA,NA
892,"leisure","garden","points",92,NA,NA
892,"leisure","marina","points",28,NA,NA
892,"leisure","park","points",364,NA,NA
892,"leisure","picnic_table","points",6,NA,NA
892,"leisure","pitch","points",59,NA,NA
892,"leisure","playground","points",124,NA,NA
892,"leisure","track","points",24,NA,NA
892,"man_made","breakwater","points",73,NA,NA
892,"man_made","bridge","points",6,NA,NA
892,"man_made","pier","points",17,NA,NA
892,"man_made","pumping_station","points",12,NA,NA
892,"natural","tree","points",350,NA,NA
892,"natural","tree_row","points",48,NA,NA
892,"shop","department_store","points",1,NA,NA
892,"tourism","viewpoint","points",20,NA,NA
892,"tourism","artwork","points",15,NA,NA
892,"tourism","information","points",5,NA,NA
892,"amenity","theatre","polygons",3,13175.7383534014,NA
892,"building","commercial","polygons",1,3770.65807478875,NA
892,"leisure","dog_park","polygons",1,11564.108448565,NA
892,"leisure","garden","polygons",10,1478.64463395625,NA
892,"leisure","park","polygons",14,768490.810138047,NA
892,"leisure","pitch","polygons",8,28211.7594506107,NA
892,"leisure","playground","polygons",7,3157.48371644784,NA
892,"leisure","track","polygons",1,5038.7889492223,NA
892,"man_made","bridge","polygons",1,1744.02452558279,NA
892,"man_made","pier","polygons",2,267.649191170779,NA
892,"man_made","pumping_station","polygons",2,968.149518735707,NA
892,"landuse","industrial","polygons",2,5668.46105873398,NA
892,"landuse","brownfield","polygons",1,26306.7295138836,NA
892,"landuse","grass","polygons",27,59256.4650627151,NA
892,"natural","shingle","polygons",1,64.5044530667365,NA
892,"natural","wetland","polygons",1,1.02700907587266e-09,NA
892,"natural","sand","polygons",2,3908.44196585473,NA
892,"building","apartments","polygons",3,6751.80462706089,NA
892,"building","retail","polygons",1,2.97068449405663e-08,NA
892,"landuse","commercial","polygons",3,28059.5339761283,NA
892,"landuse","construction","polygons",1,155462.786364317,NA
892,"landuse","residential","polygons",3,63766.5618205946,NA
892,"amenity","parking","polygons",26,108583.129269854,NA
892,"building","parking","polygons",1,10368.6215611696,NA
892,"landuse","military","polygons",6,29376.5829589459,NA
892,"leisure","fitness_station","polygons",1,471.378916996997,NA
892,"building","train_station","polygons",1,1043.52271983214,NA
892,"building","shed","polygons",2,38.9995233546942,NA
892,"highway","bus_stop","points",2,NA,NA
892,"landuse","military","points",52,NA,NA
892,"leisure","fitness_station","points",6,NA,NA
892,"amenity","events_venue","points",1,NA,NA
892,"building","train_station","points",4,NA,NA
892,"building","shed","points",8,NA,NA
892,"highway","track","lines",3,NA,89.5547611836053
