"id","key","value","type","nb","area","length"
832,"highway","cycleway","lines",150,NA,20943.4559270858
832,"highway","path","lines",164,NA,28190.3781449285
832,"highway","pedestrian","lines",21,NA,8000.13432595079
832,"route","ferry","lines",1,NA,97.5535278115963
832,"route","hiking","lines",24,NA,4135.08125645186
832,"natural","wood","multipolygons",0,0,NA
832,"amenity","bar","points",12,NA,NA
832,"amenity","cafe","points",29,NA,NA
832,"amenity","fast_food","points",6,NA,NA
832,"amenity","pub","points",4,NA,NA
832,"amenity","restaurant","points",29,NA,NA
832,"amenity","cinema","points",1,NA,NA
832,"amenity","nightclub","points",4,NA,NA
832,"amenity","bench","points",777,NA,NA
832,"amenity","drinking_water","points",35,NA,NA
832,"amenity","watering_place","points",1,NA,NA
832,"amenity","bench","points",777,NA,NA
832,"amenity","shelter","points",10,NA,NA
832,"amenity","toilets","points",35,NA,NA
832,"amenity","recycling","points",62,NA,NA
832,"amenity","waste_basket","points",218,NA,NA
832,"amenity","bicycle_parking","points",84,NA,NA
832,"amenity","bicycle_rental","points",14,NA,NA
832,"amenity","fountain","points",2,NA,NA
832,"amenity","parking","points",84,NA,NA
832,"building","hotel","points",46,NA,NA
832,"building","commercial","points",41,NA,NA
832,"building","kiosk","points",8,NA,NA
832,"building","industrial","points",10,NA,NA
832,"building","apartments","points",144,NA,NA
832,"building","residential","points",36,NA,NA
832,"building","office","points",187,NA,NA
832,"building","retail","points",211,NA,NA
832,"building","parking","points",20,NA,NA
832,"highway","pedestrian","points",343,NA,NA
832,"highway","footway","points",2417,NA,NA
832,"highway","path","points",937,NA,NA
832,"highway","cycleway","points",679,NA,NA
832,"historic","memorial","points",6,NA,NA
832,"leisure","dog_park","points",19,NA,NA
832,"leisure","garden","points",87,NA,NA
832,"leisure","marina","points",1,NA,NA
832,"leisure","park","points",263,NA,NA
832,"leisure","picnic_table","points",46,NA,NA
832,"leisure","pitch","points",91,NA,NA
832,"leisure","playground","points",108,NA,NA
832,"man_made","bridge","points",243,NA,NA
832,"man_made","mast","points",8,NA,NA
832,"man_made","pier","points",47,NA,NA
832,"man_made","water_well","points",356,NA,NA
832,"man_made","water_tap","points",28,NA,NA
832,"natural","tree","points",1604,NA,NA
832,"natural","tree_row","points",144,NA,NA
832,"shop","chocolate","points",2,NA,NA
832,"shop","convenience","points",11,NA,NA
832,"shop","deli","points",1,NA,NA
832,"shop","tea","points",1,NA,NA
832,"shop","mall","points",74,NA,NA
832,"shop","supermarket","points",1,NA,NA
832,"shop","clothes","points",3,NA,NA
832,"shop","jewelry","points",1,NA,NA
832,"shop","shoes","points",1,NA,NA
832,"shop","chemist","points",1,NA,NA
832,"shop","hairdresser","points",1,NA,NA
832,"shop","gas","points",1,NA,NA
