"id","key","value","type","nb","area","length"
110,"highway","footway","lines",71,NA,6280.20086779962
110,"highway","path","lines",1,NA,105.892064864245
110,"amenity","cafe","points",1,NA,NA
110,"amenity","restaurant","points",5,NA,NA
110,"amenity","shelter","points",4,NA,NA
110,"amenity","parking","points",27,NA,NA
110,"building","retail","points",16,NA,NA
110,"highway","pedestrian","points",149,NA,NA
110,"highway","footway","points",394,NA,NA
110,"highway","path","points",10,NA,NA
110,"leisure","garden","points",393,NA,NA
110,"man_made","pier","points",8,NA,NA
110,"natural","tree","points",58,NA,NA
110,"leisure","garden","polygons",17,4259.81430586494,NA
110,"landuse","grass","polygons",16,10585.1157985542,NA
110,"building","retail","polygons",4,774.794051193283,NA
110,"amenity","parking","polygons",1,6408.08192760777,NA
110,"highway","steps","lines",10,NA,64.2227777115781
