"id","key","value","type","nb","area","length"
708,"highway","cycleway","lines",139,NA,15803.4270523429
708,"highway","path","lines",4,NA,196.759009775967
708,"highway","pedestrian","lines",17,NA,2069.97966085781
708,"tourism","museum","multipolygons",0,0,NA
708,"tourism","gallery","multipolygons",0,0,NA
708,"natural","wood","multipolygons",0,0,NA
708,"building","university","multipolygons",0,0,NA
708,"amenity","bar","points",26,NA,NA
708,"amenity","biergarten","points",1,NA,NA
708,"amenity","cafe","points",29,NA,NA
708,"amenity","fast_food","points",6,NA,NA
708,"amenity","ice_cream","points",5,NA,NA
708,"amenity","pub","points",11,NA,NA
708,"amenity","restaurant","points",47,NA,NA
708,"amenity","theatre","points",4,NA,NA
708,"amenity","bench","points",169,NA,NA
708,"amenity","drinking_water","points",111,NA,NA
708,"amenity","water_point","points",5,NA,NA
708,"amenity","bench","points",169,NA,NA
708,"amenity","shelter","points",78,NA,NA
708,"amenity","shower","points",2,NA,NA
708,"amenity","telephone","points",3,NA,NA
708,"amenity","toilets","points",73,NA,NA
708,"amenity","recycling","points",40,NA,NA
708,"amenity","bicycle_parking","points",38,NA,NA
708,"amenity","bicycle_repair_station","points",3,NA,NA
708,"amenity","bicycle_rental","points",1,NA,NA
708,"amenity","fountain","points",55,NA,NA
708,"amenity","parking","points",110,NA,NA
708,"building","temple","points",4,NA,NA
708,"building","hotel","points",131,NA,NA
708,"building","commercial","points",158,NA,NA
708,"building","boathouse","points",4,NA,NA
708,"building","industrial","points",30,NA,NA
708,"building","apartments","points",210,NA,NA
708,"building","residential","points",60,NA,NA
708,"building","office","points",39,NA,NA
708,"building","retail","points",87,NA,NA
708,"building","university","points",40,NA,NA
708,"highway","pedestrian","points",331,NA,NA
708,"highway","footway","points",2805,NA,NA
708,"highway","path","points",19,NA,NA
708,"highway","cycleway","points",1100,NA,NA
708,"historic","memorial","points",7,NA,NA
708,"historic","monument","points",1,NA,NA
708,"historic","ruins","points",1,NA,NA
708,"leisure","dog_park","points",7,NA,NA
708,"leisure","garden","points",563,NA,NA
708,"leisure","park","points",556,NA,NA
708,"leisure","picnic_table","points",32,NA,NA
708,"leisure","pitch","points",42,NA,NA
708,"leisure","playground","points",311,NA,NA
708,"man_made","bridge","points",298,NA,NA
708,"man_made","pier","points",89,NA,NA
708,"man_made","pipeline","points",1,NA,NA
708,"man_made","water_tap","points",1,NA,NA
708,"natural","tree","points",228,NA,NA
708,"natural","tree_row","points",5,NA,NA
708,"shop","confectionery","points",1,NA,NA
708,"shop","mall","points",1,NA,NA
708,"shop","books","points",1,NA,NA
708,"shop","gift","points",1,NA,NA
708,"tourism","hotel","points",13,NA,NA
708,"tourism","museum","points",64,NA,NA
708,"tourism","picnic_site","points",7,NA,NA
708,"tourism","viewpoint","points",6,NA,NA
708,"tourism","artwork","points",32,NA,NA
708,"tourism","attraction","points",195,NA,NA
708,"tourism","gallery","points",53,NA,NA
708,"building","temple","polygons",1,144.305580928922,NA
708,"amenity","bar","polygons",2,1249.30326899886,NA
708,"amenity","cafe","polygons",2,403.709401533008,NA
708,"amenity","pub","polygons",2,2008.54301591963,NA
708,"amenity","restaurant","polygons",4,1935.31494717905,NA
708,"building","hotel","polygons",3,6073.21068686247,NA
708,"building","commercial","polygons",10,14657.0736706472,NA
708,"building","boathouse","polygons",1,660.468062870204,NA
