"id","key","value","type","nb","area","length"
841,"highway","cycleway","lines",373,NA,92124.5851515917
841,"highway","footway","lines",1207,NA,106564.696014313
841,"highway","path","lines",543,NA,79540.4603402579
841,"highway","pedestrian","lines",6,NA,714.330186767966
841,"route","hiking","lines",86,NA,21541.1127702254
841,"building","commercial","multipolygons",0,0,NA
841,"landuse","forest","multipolygons",1,300095.826942869,NA
841,"natural","scrub","multipolygons",0,0,NA
841,"natural","sand","multipolygons",0,0,NA
841,"building","office","multipolygons",0,0,NA
841,"landuse","construction","multipolygons",1,50633.0871087462,NA
841,"amenity","place_of_worship","points",18,NA,NA
841,"amenity","bar","points",1,NA,NA
841,"amenity","cafe","points",17,NA,NA
841,"amenity","fast_food","points",2,NA,NA
841,"amenity","pub","points",16,NA,NA
841,"amenity","restaurant","points",41,NA,NA
841,"amenity","casino","points",48,NA,NA
841,"amenity","cinema","points",1,NA,NA
841,"amenity","theatre","points",17,NA,NA
841,"amenity","bench","points",531,NA,NA
841,"amenity","drinking_water","points",27,NA,NA
841,"amenity","bench","points",531,NA,NA
841,"amenity","shelter","points",99,NA,NA
841,"amenity","shower","points",1,NA,NA
841,"amenity","telephone","points",1,NA,NA
841,"amenity","toilets","points",22,NA,NA
841,"amenity","recycling","points",2,NA,NA
841,"amenity","waste_basket","points",44,NA,NA
841,"amenity","bicycle_parking","points",119,NA,NA
841,"amenity","bicycle_repair_station","points",5,NA,NA
841,"amenity","fountain","points",95,NA,NA
841,"amenity","parking","points",1049,NA,NA
841,"building","hotel","points",49,NA,NA
841,"building","commercial","points",340,NA,NA
841,"building","industrial","points",468,NA,NA
841,"building","apartments","points",214,NA,NA
841,"building","house","points",473,NA,NA
841,"building","residential","points",1422,NA,NA
841,"building","office","points",198,NA,NA
841,"building","retail","points",4,NA,NA
841,"building","hangar","points",47,NA,NA
841,"building","construction","points",21,NA,NA
841,"highway","pedestrian","points",1090,NA,NA
841,"highway","footway","points",5828,NA,NA
841,"highway","path","points",3419,NA,NA
841,"highway","cycleway","points",4213,NA,NA
841,"historic","castle","points",84,NA,NA
841,"historic","manor","points",44,NA,NA
841,"historic","memorial","points",146,NA,NA
841,"historic","monument","points",13,NA,NA
841,"historic","ruins","points",15,NA,NA
841,"leisure","garden","points",611,NA,NA
841,"leisure","marina","points",9,NA,NA
841,"leisure","nature_reserve","points",114,NA,NA
841,"leisure","park","points",1030,NA,NA
841,"leisure","picnic_table","points",136,NA,NA
841,"leisure","pitch","points",236,NA,NA
841,"leisure","playground","points",174,NA,NA
841,"man_made","bridge","points",200,NA,NA
841,"man_made","embankment","points",8,NA,NA
841,"man_made","mast","points",25,NA,NA
841,"man_made","pier","points",15,NA,NA
841,"man_made","pipeline","points",47,NA,NA
841,"man_made","pumping_station","points",19,NA,NA
841,"man_made","wastewater_plant","points",19,NA,NA
841,"man_made","water_works","points",169,NA,NA
841,"natural","tree","points",1523,NA,NA
841,"natural","tree_row","points",30,NA,NA
841,"shop","bakery","points",4,NA,NA
841,"shop","convenience","points",4,NA,NA
841,"shop","ticket","points",1,NA,NA
841,"shop","religion","points",1,NA,NA
841,"tourism","hotel","points",49,NA,NA
841,"tourism","museum","points",272,NA,NA
841,"tourism","picnic_site","points",11,NA,NA
841,"tourism","viewpoint","points",30,NA,NA
841,"tourism","artwork","points",55,NA,NA
841,"tourism","attraction","points",249,NA,NA
841,"tourism","gallery","points",78,NA,NA
841,"tourism","information","points",120,NA,NA
841,"amenity","place_of_worship","polygons",2,18593.2413759176,NA
841,"landuse","religious","polygons",2,1100.10093503166,NA
841,"amenity","cafe","polygons",1,960.62764994055,NA
841,"amenity","pub","polygons",1,1108.60688506067,NA
841,"amenity","restaurant","polygons",4,1107.26554900408,NA
841,"amenity","casino","polygons",1,26197.0931239501,NA
841,"amenity","theatre","polygons",2,1786.90402336791,NA
841,"building","hotel","polygons",1,16496.6683973968,NA
841,"building","commercial","polygons",23,59277.1729304262,NA
841,"leisure","garden","polygons",28,38966.000149224,NA
841,"leisure","nature_reserve","polygons",4,3403114.90433789,NA
841,"leisure","park","polygons",30,4786417.49332228,NA
841,"leisure","pitch","polygons",28,151187.864673458,NA
841,"leisure","playground","polygons",18,12628.3273740616,NA
841,"tourism","hotel","polygons",1,16496.6683973968,NA
841,"tourism","museum","polygons",5,299418.890136824,NA
841,"tourism","gallery","polygons",1,27966.6323609725,NA
841,"man_made","pumping_station","polygons",1,2655.70449909568,NA
841,"man_made","wastewater_plant","polygons",3,298944.433693595,NA
841,"man_made","water_works","polygons",5,306800.606560238,NA
841,"building","industrial","polygons",21,119610.209417411,NA
841,"landuse","quarry","polygons",1,477283.507015467,NA
841,"landuse","flowerbed","polygons",13,7167.72883690055,NA
841,"landuse","forest","polygons",6,312383.926930048,NA
841,"landuse","brownfield","polygons",3,206061.742157615,NA
841,"landuse","grass","polygons",92,4527487.4574639,NA
841,"landuse","greenfield","polygons",1,2548.37798710167,NA
841,"natural","grassland","polygons",28,749674.859258143,NA
841,"natural","scrub","polygons",34,439853.008074393,NA
841,"natural","tree_row","polygons",1,1747.80192941427,NA
841,"natural","wood","polygons",163,15149591.0027071,NA
841,"natural","shingle","polygons",3,11903.0053039361,NA
841,"natural","wetland","polygons",2,10505.7578344125,NA
841,"natural","sand","polygons",10,12492.2408905263,NA
841,"historic","castle","polygons",1,8105.32956017414,NA
841,"historic","manor","polygons",2,1839.43860805873,NA
841,"historic","memorial","polygons",17,8239.0703658459,NA
841,"historic","monument","polygons",1,716.761529086391,NA
841,"historic","ruins","polygons",3,5467.39073050022,NA
841,"building","apartments","polygons",43,43380.2895231857,NA
841,"building","house","polygons",89,20888.1147522603,NA
841,"building","residential","polygons",336,118466.042506454,NA
841,"building","office","polygons",4,30265.3709116541,NA
841,"building","retail","polygons",1,616.094247743487,NA
841,"building","hangar","polygons",4,39251.1295021139,NA
841,"building","construction","polygons",2,16346.9740972668,NA
841,"landuse","construction","polygons",18,416350.929774617,NA
841,"landuse","residential","polygons",41,1658023.3909932,NA
841,"amenity","parking","polygons",113,504790.013517906,NA
841,"power","substation","polygons",1,46663.4164028168,NA
841,"landuse","retail","polygons",3,7751.57604094595,NA
841,"leisure","sports_centre","polygons",7,76639.7214954868,NA
841,"building","sports_centre","polygons",1,620.724213477224,NA
841,"leisure","swimming_pool","polygons",7,981.280311998678,NA
841,"building","train_station","polygons",2,4033.75651381165,NA
841,"tourism","guest_house","polygons",1,255.832405567169,NA
841,"building","shed","polygons",16,1719.86240610923,NA
841,"amenity","library","polygons",2,13590.375193134,NA
841,"highway","bus_stop","points",33,NA,NA
841,"power","substation","points",8,NA,NA
841,"landuse","retail","points",16,NA,NA
841,"leisure","sports_centre","points",122,NA,NA
841,"building","sports_centre","points",8,NA,NA
841,"leisure","swimming_pool","points",35,NA,NA
841,"building","train_station","points",24,NA,NA
841,"tourism","guest_house","points",4,NA,NA
841,"amenity","ferry_terminal","points",1,NA,NA
841,"historic","tomb","points",1,NA,NA
841,"building","shed","points",67,NA,NA
841,"amenity","library","points",49,NA,NA
841,"amenity","bbq","points",8,NA,NA
841,"highway","steps","lines",124,NA,1737.51336661193
841,"highway","track","lines",4,NA,1790.14169960836
841,"landuse","allotments","polygons",3,5210.84042339027,NA
841,"landuse","allotments","points",15,NA,NA
